,lon,lat,Id,ltype,points,Y,X,Type,x_pixel,y_pixel,elev
0,83.16443905948584,36.1479269110084,0,1421,"83.164439059485844,36.147926911008398 83.427411868219295,36.234992232818797 83.587327765422074,36.288297531886393 83.759681565740621,36.323834397931449 84.02087753117182,36.336272301047224 84.246536630557955,36.325611241233702 84.406452527760734,36.341602830953981 84.55926105175449,36.346933360860739 84.688970612818963,36.366478637185523 84.969711854574953,36.407346033137344",36.3345887104,84.0565135333,left slip,5319.465384486744,5315.502462438723,4941
1,83.4274118682193,36.2349922328188,0,1421,"83.164439059485844,36.147926911008398 83.427411868219295,36.234992232818797 83.587327765422074,36.288297531886393 83.759681565740621,36.323834397931449 84.02087753117182,36.336272301047224 84.246536630557955,36.325611241233702 84.406452527760734,36.341602830953981 84.55926105175449,36.346933360860739 84.688970612818963,36.366478637185523 84.969711854574953,36.407346033137344",36.3345887104,84.0565135333,left slip,5382.578858592871,5336.398139676562,4980
2,83.58732776542207,36.28829753188639,0,1421,"83.164439059485844,36.147926911008398 83.427411868219295,36.234992232818797 83.587327765422074,36.288297531886393 83.759681565740621,36.323834397931449 84.02087753117182,36.336272301047224 84.246536630557955,36.325611241233702 84.406452527760734,36.341602830953981 84.55926105175449,36.346933360860739 84.688970612818963,36.366478637185523 84.969711854574953,36.407346033137344",36.3345887104,84.0565135333,left slip,5420.958673927679,5349.191411454832,5147
3,83.75968156574062,36.32383439793145,0,1421,"83.164439059485844,36.147926911008398 83.427411868219295,36.234992232818797 83.587327765422074,36.288297531886393 83.759681565740621,36.323834397931449 84.02087753117182,36.336272301047224 84.246536630557955,36.325611241233702 84.406452527760734,36.341602830953981 84.55926105175449,36.346933360860739 84.688970612818963,36.366478637185523 84.969711854574953,36.407346033137344",36.3345887104,84.0565135333,left slip,5462.323586010749,5357.720259307011,4993
4,84.02087753117182,36.336272301047224,0,1421,"83.164439059485844,36.147926911008398 83.427411868219295,36.234992232818797 83.587327765422074,36.288297531886393 83.759681565740621,36.323834397931449 84.02087753117182,36.336272301047224 84.246536630557955,36.325611241233702 84.406452527760734,36.341602830953981 84.55926105175449,36.346933360860739 84.688970612818963,36.366478637185523 84.969711854574953,36.407346033137344",36.3345887104,84.0565135333,left slip,5525.010617724266,5360.705356055274,4932
5,84.24653663055796,36.3256112412337,0,1421,"83.164439059485844,36.147926911008398 83.427411868219295,36.234992232818797 83.587327765422074,36.288297531886393 83.759681565740621,36.323834397931449 84.02087753117182,36.336272301047224 84.246536630557955,36.325611241233702 84.406452527760734,36.341602830953981 84.55926105175449,36.346933360860739 84.688970612818963,36.366478637185523 84.969711854574953,36.407346033137344",36.3345887104,84.0565135333,left slip,5579.168801585603,5358.146701699619,5001
6,84.40645252776073,36.34160283095398,0,1421,"83.164439059485844,36.147926911008398 83.427411868219295,36.234992232818797 83.587327765422074,36.288297531886393 83.759681565740621,36.323834397931449 84.02087753117182,36.336272301047224 84.246536630557955,36.325611241233702 84.406452527760734,36.341602830953981 84.55926105175449,36.346933360860739 84.688970612818963,36.366478637185523 84.969711854574953,36.407346033137344",36.3345887104,84.0565135333,left slip,5617.548616920411,5361.9846832331,4925
7,84.55926105175449,36.34693336086074,0,1421,"83.164439059485844,36.147926911008398 83.427411868219295,36.234992232818797 83.587327765422074,36.288297531886393 83.759681565740621,36.323834397931449 84.02087753117182,36.336272301047224 84.246536630557955,36.325611241233702 84.406452527760734,36.341602830953981 84.55926105175449,36.346933360860739 84.688970612818963,36.366478637185523 84.969711854574953,36.407346033137344",36.3345887104,84.0565135333,left slip,5654.2226626847805,5363.264010410927,4786
8,84.68897061281896,36.36647863718552,0,1421,"83.164439059485844,36.147926911008398 83.427411868219295,36.234992232818797 83.587327765422074,36.288297531886393 83.759681565740621,36.323834397931449 84.02087753117182,36.336272301047224 84.246536630557955,36.325611241233702 84.406452527760734,36.341602830953981 84.55926105175449,36.346933360860739 84.688970612818963,36.366478637185523 84.969711854574953,36.407346033137344",36.3345887104,84.0565135333,left slip,5685.352957345235,5367.9548767296255,4719
9,84.96971185457495,36.407346033137344,0,1421,"83.164439059485844,36.147926911008398 83.427411868219295,36.234992232818797 83.587327765422074,36.288297531886393 83.759681565740621,36.323834397931449 84.02087753117182,36.336272301047224 84.246536630557955,36.325611241233702 84.406452527760734,36.341602830953981 84.55926105175449,36.346933360860739 84.688970612818963,36.366478637185523 84.969711854574953,36.407346033137344",36.3345887104,84.0565135333,left slip,5752.730855377454,5377.763051759632,4749
