,lon,lat,Id,ltype,points,Y,X,Type,Name,Source,x_pixel,y_pixel,elev
0,82.61823682220476,36.05813709444676,0,1211,"82.618236822204764,36.058137094446757 82.470980683311893,35.932536270096954 82.336717733144852,35.871901389376362 82.241338671109958,35.836202871865929 82.089316116254906,35.631302906626516 81.970341942890087,35.55198679104997 81.798490359140899,35.505719056963649 81.666296833179999,35.446231970281239 81.572751114649321,35.364138807167123 81.557284618111424,35.327257161576753 81.552923219836146,35.261397534526893 81.494445249430811,35.155406213167232",35.6018607882,82.0451529386,normal,,,5188.3768475183115,5293.952906460481,4629
1,82.4709806833119,35.93253627009695,0,1211,"82.618236822204764,36.058137094446757 82.470980683311893,35.932536270096954 82.336717733144852,35.871901389376362 82.241338671109958,35.836202871865929 82.089316116254906,35.631302906626516 81.970341942890087,35.55198679104997 81.798490359140899,35.505719056963649 81.666296833179999,35.446231970281239 81.572751114649321,35.364138807167123 81.557284618111424,35.327257161576753 81.552923219836146,35.261397534526893 81.494445249430811,35.155406213167232",35.6018607882,82.0451529386,normal,,,5153.035374178367,5263.808708611706,4739
2,82.33671773314485,35.87190138937636,0,1211,"82.618236822204764,36.058137094446757 82.470980683311893,35.932536270096954 82.336717733144852,35.871901389376362 82.241338671109958,35.836202871865929 82.089316116254906,35.631302906626516 81.970341942890087,35.55198679104997 81.798490359140899,35.505719056963649 81.666296833179999,35.446231970281239 81.572751114649321,35.364138807167123 81.557284618111424,35.327257161576753 81.552923219836146,35.261397534526893 81.494445249430811,35.155406213167232",35.6018607882,82.0451529386,normal,,,5120.812266133122,5249.256337236435,4678
3,82.24133867110996,35.83620287186593,0,1211,"82.618236822204764,36.058137094446757 82.470980683311893,35.932536270096954 82.336717733144852,35.871901389376362 82.241338671109958,35.836202871865929 82.089316116254906,35.631302906626516 81.970341942890087,35.55198679104997 81.798490359140899,35.505719056963649 81.666296833179999,35.446231970281239 81.572751114649321,35.364138807167123 81.557284618111424,35.327257161576753 81.552923219836146,35.261397534526893 81.494445249430811,35.155406213167232",35.6018607882,82.0451529386,normal,,,5097.921291241085,5240.68869303256,4927
4,82.0893161162549,35.631302906626516,0,1211,"82.618236822204764,36.058137094446757 82.470980683311893,35.932536270096954 82.336717733144852,35.871901389376362 82.241338671109958,35.836202871865929 82.089316116254906,35.631302906626516 81.970341942890087,35.55198679104997 81.798490359140899,35.505719056963649 81.666296833179999,35.446231970281239 81.572751114649321,35.364138807167123 81.557284618111424,35.327257161576753 81.552923219836146,35.261397534526893 81.494445249430811,35.155406213167232",35.6018607882,82.0451529386,normal,,,5061.435878070035,5191.512701367233,4696
5,81.97034194289009,35.55198679104997,0,1211,"82.618236822204764,36.058137094446757 82.470980683311893,35.932536270096954 82.336717733144852,35.871901389376362 82.241338671109958,35.836202871865929 82.089316116254906,35.631302906626516 81.970341942890087,35.55198679104997 81.798490359140899,35.505719056963649 81.666296833179999,35.446231970281239 81.572751114649321,35.364138807167123 81.557284618111424,35.327257161576753 81.552923219836146,35.261397534526893 81.494445249430811,35.155406213167232",35.6018607882,82.0451529386,normal,,,5032.8820764579095,5172.476833625816,5039
6,81.7984903591409,35.50571905696365,0,1211,"82.618236822204764,36.058137094446757 82.470980683311893,35.932536270096954 82.336717733144852,35.871901389376362 82.241338671109958,35.836202871865929 82.089316116254906,35.631302906626516 81.970341942890087,35.55198679104997 81.798490359140899,35.505719056963649 81.666296833179999,35.446231970281239 81.572751114649321,35.364138807167123 81.557284618111424,35.327257161576753 81.552923219836146,35.261397534526893 81.494445249430811,35.155406213167232",35.6018607882,82.0451529386,normal,,,4991.637696351506,5161.372577443322,5263
7,81.66629683318,35.44623197028124,0,1211,"82.618236822204764,36.058137094446757 82.470980683311893,35.932536270096954 82.336717733144852,35.871901389376362 82.241338671109958,35.836202871865929 82.089316116254906,35.631302906626516 81.970341942890087,35.55198679104997 81.798490359140899,35.505719056963649 81.666296833179999,35.446231970281239 81.572751114649321,35.364138807167123 81.557284618111424,35.327257161576753 81.552923219836146,35.261397534526893 81.494445249430811,35.155406213167232",35.6018607882,82.0451529386,normal,,,4959.911250115813,5147.09567663726,6021
8,81.57275111464932,35.36413880716712,0,1211,"82.618236822204764,36.058137094446757 82.470980683311893,35.932536270096954 82.336717733144852,35.871901389376362 82.241338671109958,35.836202871865929 82.089316116254906,35.631302906626516 81.970341942890087,35.55198679104997 81.798490359140899,35.505719056963649 81.666296833179999,35.446231970281239 81.572751114649321,35.364138807167123 81.557284618111424,35.327257161576753 81.552923219836146,35.261397534526893 81.494445249430811,35.155406213167232",35.6018607882,82.0451529386,normal,,,4937.460277664858,5127.39331748672,5749
9,81.55728461811142,35.32725716157675,0,1211,"82.618236822204764,36.058137094446757 82.470980683311893,35.932536270096954 82.336717733144852,35.871901389376362 82.241338671109958,35.836202871865929 82.089316116254906,35.631302906626516 81.970341942890087,35.55198679104997 81.798490359140899,35.505719056963649 81.666296833179999,35.446231970281239 81.572751114649321,35.364138807167123 81.557284618111424,35.327257161576753 81.552923219836146,35.261397534526893 81.494445249430811,35.155406213167232",35.6018607882,82.0451529386,normal,,,4933.748318495169,5118.541722543615,5529
10,81.55292321983615,35.26139753452689,0,1211,"82.618236822204764,36.058137094446757 82.470980683311893,35.932536270096954 82.336717733144852,35.871901389376362 82.241338671109958,35.836202871865929 82.089316116254906,35.631302906626516 81.970341942890087,35.55198679104997 81.798490359140899,35.505719056963649 81.666296833179999,35.446231970281239 81.572751114649321,35.364138807167123 81.557284618111424,35.327257161576753 81.552923219836146,35.261397534526893 81.494445249430811,35.155406213167232",35.6018607882,82.0451529386,normal,,,4932.701582908935,5102.735412049119,5533
11,81.49444524943081,35.15540621316723,0,1211,"82.618236822204764,36.058137094446757 82.470980683311893,35.932536270096954 82.336717733144852,35.871901389376362 82.241338671109958,35.836202871865929 82.089316116254906,35.631302906626516 81.970341942890087,35.55198679104997 81.798490359140899,35.505719056963649 81.666296833179999,35.446231970281239 81.572751114649321,35.364138807167123 81.557284618111424,35.327257161576753 81.552923219836146,35.261397534526893 81.494445249430811,35.155406213167232",35.6018607882,82.0451529386,normal,,,4918.666870009409,5077.29749491873,5578
12,88.68380382237825,30.87339412756053,1,1211,"88.683803822378252,30.87339412756053 88.694386664748663,30.796962488218696 88.669693365884385,30.7734450607289 88.649703552518048,30.745224147741148 88.660286394888459,30.698189292761558 88.655582909390503,30.665264894275843 88.587382369670095,30.649978566407476 88.541523386064995,30.625285267543195 88.515654215826231,30.550029499575849 88.549754485686421,30.501818773221771 88.542699257439494,30.471246117485038 88.50507137345582,30.425387133879937 88.469795232221131,30.350131365912596 88.512126601702761,30.221961386093213 88.489785045587453,30.145529746751379",30.5424359634,88.5210252536,normal,Pum Qu - Xainza Rift,"Hager et al., 2006",6644.112927792866,4049.614594208693,4753
