,lon,lat,Id,ltype,points,Y,X,Type,x_pixel,y_pixel,elev
0,81.45058562084164,35.30199521723152,0,1221,"81.450585620841636,35.301995217231521 81.486277535929091,35.321030905278164 81.507692684981564,35.3317384798044 81.514831067999054,35.354343359359788 81.51602079850197,35.36862012539477 81.521969451016545,35.381707160926837 81.531487295039867,35.392414735453073 81.535056486548612,35.397173657464734 81.538625678057358,35.412640154002631 81.541005139063188,35.420968267523037 81.544574330571933,35.432865572552188 81.546953791577764,35.449521799593001 81.546953791577764,35.466178026633813 81.545764061074848,35.476885601160049 81.538625678057358,35.489972636692116 81.536246217051527,35.504249402727098 81.536246217051527,35.517336438259164 81.529107834034036,35.526854282282486 81.526728373028206,35.537561856808722 81.524348912022376,35.549459161837873",0.0,0.0,normal,4908.140559146323,5112.478855899789,5965
1,81.48627753592909,35.321030905278164,0,1221,"81.450585620841636,35.301995217231521 81.486277535929091,35.321030905278164 81.507692684981564,35.3317384798044 81.514831067999054,35.354343359359788 81.51602079850197,35.36862012539477 81.521969451016545,35.381707160926837 81.531487295039867,35.392414735453073 81.535056486548612,35.397173657464734 81.538625678057358,35.412640154002631 81.541005139063188,35.420968267523037 81.544574330571933,35.432865572552188 81.546953791577764,35.449521799593001 81.546953791577764,35.466178026633813 81.545764061074848,35.476885601160049 81.538625678057358,35.489972636692116 81.536246217051527,35.504249402727098 81.536246217051527,35.517336438259164 81.529107834034036,35.526854282282486 81.526728373028206,35.537561856808722 81.524348912022376,35.549459161837873",0.0,0.0,normal,4916.706618768682,5117.047421031714,5959
2,81.50769268498156,35.3317384798044,0,1221,"81.450585620841636,35.301995217231521 81.486277535929091,35.321030905278164 81.507692684981564,35.3317384798044 81.514831067999054,35.354343359359788 81.51602079850197,35.36862012539477 81.521969451016545,35.381707160926837 81.531487295039867,35.392414735453073 81.535056486548612,35.397173657464734 81.538625678057358,35.412640154002631 81.541005139063188,35.420968267523037 81.544574330571933,35.432865572552188 81.546953791577764,35.449521799593001 81.546953791577764,35.466178026633813 81.545764061074848,35.476885601160049 81.538625678057358,35.489972636692116 81.536246217051527,35.504249402727098 81.536246217051527,35.517336438259164 81.529107834034036,35.526854282282486 81.526728373028206,35.537561856808722 81.524348912022376,35.549459161837873",0.0,0.0,normal,4921.846254542098,5119.617238918422,5909
3,81.51483106799905,35.35434335935979,0,1221,"81.450585620841636,35.301995217231521 81.486277535929091,35.321030905278164 81.507692684981564,35.3317384798044 81.514831067999054,35.354343359359788 81.51602079850197,35.36862012539477 81.521969451016545,35.381707160926837 81.531487295039867,35.392414735453073 81.535056486548612,35.397173657464734 81.538625678057358,35.412640154002631 81.541005139063188,35.420968267523037 81.544574330571933,35.432865572552188 81.546953791577764,35.449521799593001 81.546953791577764,35.466178026633813 81.545764061074848,35.476885601160049 81.538625678057358,35.489972636692116 81.536246217051527,35.504249402727098 81.536246217051527,35.517336438259164 81.529107834034036,35.526854282282486 81.526728373028206,35.537561856808722 81.524348912022376,35.549459161837873",0.0,0.0,normal,4923.5594664665705,5125.042410012583,6015
4,81.51602079850197,35.36862012539477,0,1221,"81.450585620841636,35.301995217231521 81.486277535929091,35.321030905278164 81.507692684981564,35.3317384798044 81.514831067999054,35.354343359359788 81.51602079850197,35.36862012539477 81.521969451016545,35.381707160926837 81.531487295039867,35.392414735453073 81.535056486548612,35.397173657464734 81.538625678057358,35.412640154002631 81.541005139063188,35.420968267523037 81.544574330571933,35.432865572552188 81.546953791577764,35.449521799593001 81.546953791577764,35.466178026633813 81.545764061074848,35.476885601160049 81.538625678057358,35.489972636692116 81.536246217051527,35.504249402727098 81.536246217051527,35.517336438259164 81.529107834034036,35.526854282282486 81.526728373028206,35.537561856808722 81.524348912022376,35.549459161837873",0.0,0.0,normal,4923.845001787316,5128.468833861527,5812
5,81.52196945101655,35.38170716092684,0,1221,"81.450585620841636,35.301995217231521 81.486277535929091,35.321030905278164 81.507692684981564,35.3317384798044 81.514831067999054,35.354343359359788 81.51602079850197,35.36862012539477 81.521969451016545,35.381707160926837 81.531487295039867,35.392414735453073 81.535056486548612,35.397173657464734 81.538625678057358,35.412640154002631 81.541005139063188,35.420968267523037 81.544574330571933,35.432865572552188 81.546953791577764,35.449521799593001 81.546953791577764,35.466178026633813 81.545764061074848,35.476885601160049 81.538625678057358,35.489972636692116 81.536246217051527,35.504249402727098 81.536246217051527,35.517336438259164 81.529107834034036,35.526854282282486 81.526728373028206,35.537561856808722 81.524348912022376,35.549459161837873",0.0,0.0,normal,4925.272678391042,5131.609722389726,5695
6,81.53148729503987,35.39241473545307,0,1221,"81.450585620841636,35.301995217231521 81.486277535929091,35.321030905278164 81.507692684981564,35.3317384798044 81.514831067999054,35.354343359359788 81.51602079850197,35.36862012539477 81.521969451016545,35.381707160926837 81.531487295039867,35.392414735453073 81.535056486548612,35.397173657464734 81.538625678057358,35.412640154002631 81.541005139063188,35.420968267523037 81.544574330571933,35.432865572552188 81.546953791577764,35.449521799593001 81.546953791577764,35.466178026633813 81.545764061074848,35.476885601160049 81.538625678057358,35.489972636692116 81.536246217051527,35.504249402727098 81.536246217051527,35.517336438259164 81.529107834034036,35.526854282282486 81.526728373028206,35.537561856808722 81.524348912022376,35.549459161837873",0.0,0.0,normal,4927.556960957005,5134.179540276434,5795
7,81.53505648654861,35.397173657464734,0,1221,"81.450585620841636,35.301995217231521 81.486277535929091,35.321030905278164 81.507692684981564,35.3317384798044 81.514831067999054,35.354343359359788 81.51602079850197,35.36862012539477 81.521969451016545,35.381707160926837 81.531487295039867,35.392414735453073 81.535056486548612,35.397173657464734 81.538625678057358,35.412640154002631 81.541005139063188,35.420968267523037 81.544574330571933,35.432865572552188 81.546953791577764,35.449521799593001 81.546953791577764,35.466178026633813 81.545764061074848,35.476885601160049 81.538625678057358,35.489972636692116 81.536246217051527,35.504249402727098 81.536246217051527,35.517336438259164 81.529107834034036,35.526854282282486 81.526728373028206,35.537561856808722 81.524348912022376,35.549459161837873",0.0,0.0,normal,4928.413566919241,5135.321681559415,5692
8,81.53862567805736,35.41264015400263,0,1221,"81.450585620841636,35.301995217231521 81.486277535929091,35.321030905278164 81.507692684981564,35.3317384798044 81.514831067999054,35.354343359359788 81.51602079850197,35.36862012539477 81.521969451016545,35.381707160926837 81.531487295039867,35.392414735453073 81.535056486548612,35.397173657464734 81.538625678057358,35.412640154002631 81.541005139063188,35.420968267523037 81.544574330571933,35.432865572552188 81.546953791577764,35.449521799593001 81.546953791577764,35.466178026633813 81.545764061074848,35.476885601160049 81.538625678057358,35.489972636692116 81.536246217051527,35.504249402727098 81.536246217051527,35.517336438259164 81.529107834034036,35.526854282282486 81.526728373028206,35.537561856808722 81.524348912022376,35.549459161837873",0.0,0.0,normal,4929.270172881476,5139.033640729104,5612
9,81.54100513906319,35.42096826752304,0,1221,"81.450585620841636,35.301995217231521 81.486277535929091,35.321030905278164 81.507692684981564,35.3317384798044 81.514831067999054,35.354343359359788 81.51602079850197,35.36862012539477 81.521969451016545,35.381707160926837 81.531487295039867,35.392414735453073 81.535056486548612,35.397173657464734 81.538625678057358,35.412640154002631 81.541005139063188,35.420968267523037 81.544574330571933,35.432865572552188 81.546953791577764,35.449521799593001 81.546953791577764,35.466178026633813 81.545764061074848,35.476885601160049 81.538625678057358,35.489972636692116 81.536246217051527,35.504249402727098 81.536246217051527,35.517336438259164 81.529107834034036,35.526854282282486 81.526728373028206,35.537561856808722 81.524348912022376,35.549459161837873",0.0,0.0,normal,4929.8412435229675,5141.032387974321,5645
10,81.54457433057193,35.43286557255219,0,1221,"81.450585620841636,35.301995217231521 81.486277535929091,35.321030905278164 81.507692684981564,35.3317384798044 81.514831067999054,35.354343359359788 81.51602079850197,35.36862012539477 81.521969451016545,35.381707160926837 81.531487295039867,35.392414735453073 81.535056486548612,35.397173657464734 81.538625678057358,35.412640154002631 81.541005139063188,35.420968267523037 81.544574330571933,35.432865572552188 81.546953791577764,35.449521799593001 81.546953791577764,35.466178026633813 81.545764061074848,35.476885601160049 81.538625678057358,35.489972636692116 81.536246217051527,35.504249402727098 81.536246217051527,35.517336438259164 81.529107834034036,35.526854282282486 81.526728373028206,35.537561856808722 81.524348912022376,35.549459161837873",0.0,0.0,normal,4930.697849485203,5143.887741181774,5547
11,81.54695379157776,35.449521799593,0,1221,"81.450585620841636,35.301995217231521 81.486277535929091,35.321030905278164 81.507692684981564,35.3317384798044 81.514831067999054,35.354343359359788 81.51602079850197,35.36862012539477 81.521969451016545,35.381707160926837 81.531487295039867,35.392414735453073 81.535056486548612,35.397173657464734 81.538625678057358,35.412640154002631 81.541005139063188,35.420968267523037 81.544574330571933,35.432865572552188 81.546953791577764,35.449521799593001 81.546953791577764,35.466178026633813 81.545764061074848,35.476885601160049 81.538625678057358,35.489972636692116 81.536246217051527,35.504249402727098 81.536246217051527,35.517336438259164 81.529107834034036,35.526854282282486 81.526728373028206,35.537561856808722 81.524348912022376,35.549459161837873",0.0,0.0,normal,4931.268920126694,5147.885235672209,5475
12,81.54695379157776,35.46617802663381,0,1221,"81.450585620841636,35.301995217231521 81.486277535929091,35.321030905278164 81.507692684981564,35.3317384798044 81.514831067999054,35.354343359359788 81.51602079850197,35.36862012539477 81.521969451016545,35.381707160926837 81.531487295039867,35.392414735453073 81.535056486548612,35.397173657464734 81.538625678057358,35.412640154002631 81.541005139063188,35.420968267523037 81.544574330571933,35.432865572552188 81.546953791577764,35.449521799593001 81.546953791577764,35.466178026633813 81.545764061074848,35.476885601160049 81.538625678057358,35.489972636692116 81.536246217051527,35.504249402727098 81.536246217051527,35.517336438259164 81.529107834034036,35.526854282282486 81.526728373028206,35.537561856808722 81.524348912022376,35.549459161837873",0.0,0.0,normal,4931.268920126694,5151.882730162643,5743
13,81.54576406107485,35.47688560116005,0,1221,"81.450585620841636,35.301995217231521 81.486277535929091,35.321030905278164 81.507692684981564,35.3317384798044 81.514831067999054,35.354343359359788 81.51602079850197,35.36862012539477 81.521969451016545,35.381707160926837 81.531487295039867,35.392414735453073 81.535056486548612,35.397173657464734 81.538625678057358,35.412640154002631 81.541005139063188,35.420968267523037 81.544574330571933,35.432865572552188 81.546953791577764,35.449521799593001 81.546953791577764,35.466178026633813 81.545764061074848,35.476885601160049 81.538625678057358,35.489972636692116 81.536246217051527,35.504249402727098 81.536246217051527,35.517336438259164 81.529107834034036,35.526854282282486 81.526728373028206,35.537561856808722 81.524348912022376,35.549459161837873",0.0,0.0,normal,4930.983384805949,5154.452548049351,5827
14,81.53862567805736,35.489972636692116,0,1221,"81.450585620841636,35.301995217231521 81.486277535929091,35.321030905278164 81.507692684981564,35.3317384798044 81.514831067999054,35.354343359359788 81.51602079850197,35.36862012539477 81.521969451016545,35.381707160926837 81.531487295039867,35.392414735453073 81.535056486548612,35.397173657464734 81.538625678057358,35.412640154002631 81.541005139063188,35.420968267523037 81.544574330571933,35.432865572552188 81.546953791577764,35.449521799593001 81.546953791577764,35.466178026633813 81.545764061074848,35.476885601160049 81.538625678057358,35.489972636692116 81.536246217051527,35.504249402727098 81.536246217051527,35.517336438259164 81.529107834034036,35.526854282282486 81.526728373028206,35.537561856808722 81.524348912022376,35.549459161837873",0.0,0.0,normal,4929.270172881476,5157.59343657755,5593
15,81.53624621705153,35.5042494027271,0,1221,"81.450585620841636,35.301995217231521 81.486277535929091,35.321030905278164 81.507692684981564,35.3317384798044 81.514831067999054,35.354343359359788 81.51602079850197,35.36862012539477 81.521969451016545,35.381707160926837 81.531487295039867,35.392414735453073 81.535056486548612,35.397173657464734 81.538625678057358,35.412640154002631 81.541005139063188,35.420968267523037 81.544574330571933,35.432865572552188 81.546953791577764,35.449521799593001 81.546953791577764,35.466178026633813 81.545764061074848,35.476885601160049 81.538625678057358,35.489972636692116 81.536246217051527,35.504249402727098 81.536246217051527,35.517336438259164 81.529107834034036,35.526854282282486 81.526728373028206,35.537561856808722 81.524348912022376,35.549459161837873",0.0,0.0,normal,4928.699102239986,5161.019860426493,5714
