,lon,lat,Id,ltype,Name,Source,points,Y,X,Type,x_pixel,y_pixel,elev
10,80.22060400955692,34.82947962504382,1,1411,Longmu Co- Gozha Co Fault,"Avouac and Peltzer, 1993; Taylor, et al., 2003","80.220604009556922,34.829479625043817 80.504820090372888,34.875747359130131 80.762597465996663,34.93523444581254 80.874961963063441,34.968282827302772 81.026984517918493,34.968282827302772 81.175992873636332,35.001357744744979 81.258283068899999,35.036006248013891",34.9305752197,80.7424074863,strike-slip,4612.94497239076,4999.075113756595,5004
11,80.50482009037289,34.87574735913013,1,1411,Longmu Co- Gozha Co Fault,"Avouac and Peltzer, 1993; Taylor, et al., 2003","80.220604009556922,34.829479625043817 80.504820090372888,34.875747359130131 80.762597465996663,34.93523444581254 80.874961963063441,34.968282827302772 81.026984517918493,34.968282827302772 81.175992873636332,35.001357744744979 81.258283068899999,35.036006248013891",34.9305752197,80.7424074863,strike-slip,4681.156831797506,5010.179369939087,4977
12,80.76259746599666,34.93523444581254,1,1411,Longmu Co- Gozha Co Fault,"Avouac and Peltzer, 1993; Taylor, et al., 2003","80.220604009556922,34.829479625043817 80.504820090372888,34.875747359130131 80.762597465996663,34.93523444581254 80.874961963063441,34.968282827302772 81.026984517918493,34.968282827302772 81.175992873636332,35.001357744744979 81.258283068899999,35.036006248013891",34.9305752197,80.7424074863,strike-slip,4743.023401957111,5024.45627074515,5041
13,80.87496196306344,34.96828282730277,1,1411,Longmu Co- Gozha Co Fault,"Avouac and Peltzer, 1993; Taylor, et al., 2003","80.220604009556922,34.829479625043817 80.504820090372888,34.875747359130131 80.762597465996663,34.93523444581254 80.874961963063441,34.968282827302772 81.026984517918493,34.968282827302772 81.175992873636332,35.001357744744979 81.258283068899999,35.036006248013891",34.9305752197,80.7424074863,strike-slip,4769.990881257452,5032.387882304074,5143
14,81.02698451791849,34.96828282730277,1,1411,Longmu Co- Gozha Co Fault,"Avouac and Peltzer, 1993; Taylor, et al., 2003","80.220604009556922,34.829479625043817 80.504820090372888,34.875747359130131 80.762597465996663,34.93523444581254 80.874961963063441,34.968282827302772 81.026984517918493,34.968282827302772 81.175992873636332,35.001357744744979 81.258283068899999,35.036006248013891",34.9305752197,80.7424074863,strike-slip,4806.476294428502,5032.387882304074,5104
15,81.17599287363633,35.00135774474498,1,1411,Longmu Co- Gozha Co Fault,"Avouac and Peltzer, 1993; Taylor, et al., 2003","80.220604009556922,34.829479625043817 80.504820090372888,34.875747359130131 80.762597465996663,34.93523444581254 80.874961963063441,34.968282827302772 81.026984517918493,34.968282827302772 81.175992873636332,35.001357744744979 81.258283068899999,35.036006248013891",34.9305752197,80.7424074863,strike-slip,4842.238299806506,5040.325862491474,5080
16,81.2582830689,35.03600624801389,1,1411,Longmu Co- Gozha Co Fault,"Avouac and Peltzer, 1993; Taylor, et al., 2003","80.220604009556922,34.829479625043817 80.504820090372888,34.875747359130131 80.762597465996663,34.93523444581254 80.874961963063441,34.968282827302772 81.026984517918493,34.968282827302772 81.175992873636332,35.001357744744979 81.258283068899999,35.036006248013891",34.9305752197,80.7424074863,strike-slip,4861.987946672945,5048.641503277344,5184
17,94.552892181297,40.80508001459766,2,1411,,,"94.552892181296997,40.805080014597657 95.266521004331651,41.142710855603305 95.634845558156002,41.296179419696777 96.171985532483163,41.488015124813622 96.486596088874791,41.534055694041662 96.755166076038364,41.587769691474378 97.0083892067926,41.679850829930466",41.3370741349,95.7493507608,strike-slip,8052.694134158738,6433.21920747898,1508
18,95.26652100433165,41.142710855603305,2,1411,,,"94.552892181296997,40.805080014597657 95.266521004331651,41.142710855603305 95.634845558156002,41.296179419696777 96.171985532483163,41.488015124813622 96.486596088874791,41.534055694041662 96.755166076038364,41.587769691474378 97.0083892067926,41.679850829930466",41.3370741349,95.7493507608,strike-slip,8223.965051714458,6514.2506093333,1918
19,95.634845558156,41.29617941969678,2,1411,,,"94.552892181296997,40.805080014597657 95.266521004331651,41.142710855603305 95.634845558156002,41.296179419696777 96.171985532483163,41.488015124813622 96.486596088874791,41.534055694041662 96.755166076038364,41.587769691474378 97.0083892067926,41.679850829930466",41.3370741349,95.7493507608,strike-slip,8312.362944646446,6551.083064721627,1993
20,96.17198553248316,41.48801512481362,2,1411,,,"94.552892181296997,40.805080014597657 95.266521004331651,41.142710855603305 95.634845558156002,41.296179419696777 96.171985532483163,41.488015124813622 96.486596088874791,41.534055694041662 96.755166076038364,41.587769691474378 97.0083892067926,41.679850829930466",41.3370741349,95.7493507608,strike-slip,8441.27653850559,6597.123633957036,2285
21,96.48659608887479,41.53405569404166,2,1411,,,"94.552892181296997,40.805080014597657 95.266521004331651,41.142710855603305 95.634845558156002,41.296179419696777 96.171985532483163,41.488015124813622 96.486596088874791,41.534055694041662 96.755166076038364,41.587769691474378 97.0083892067926,41.679850829930466",41.3370741349,95.7493507608,strike-slip,8516.783072051663,6608.173370573533,2056
22,96.75516607603836,41.58776969147438,2,1411,,,"94.552892181296997,40.805080014597657 95.266521004331651,41.142710855603305 95.634845558156002,41.296179419696777 96.171985532483163,41.488015124813622 96.486596088874791,41.534055694041662 96.755166076038364,41.587769691474378 97.0083892067926,41.679850829930466",41.3370741349,95.7493507608,strike-slip,8581.239868981233,6621.064729959448,1952
23,97.0083892067926,41.679850829930466,2,1411,,,"94.552892181296997,40.805080014597657 95.266521004331651,41.142710855603305 95.634845558156002,41.296179419696777 96.171985532483163,41.488015124813622 96.486596088874791,41.534055694041662 96.755166076038364,41.587769691474378 97.0083892067926,41.679850829930466",41.3370741349,95.7493507608,strike-slip,8642.013420371974,6643.164203192445,1828
24,95.10537901203351,40.160512045405056,3,1411,,,"95.105379012033509,40.160512045405056 95.350928714583063,40.30630718129386 95.558111276109258,40.413735176159292 95.788314122249474,40.467449173592009 96.087577822231751,40.536510027434076 96.348474381190655,40.590224024866792 96.58635065553554,40.674631735118204",40.475383302,95.8226953452,strike-slip,8185.290973556716,6278.522894848004,1229
25,95.35092871458306,40.30630718129386,3,1411,,,"95.105379012033509,40.160512045405056 95.350928714583063,40.30630718129386 95.558111276109258,40.413735176159292 95.788314122249474,40.467449173592009 96.087577822231751,40.536510027434076 96.348474381190655,40.590224024866792 96.58635065553554,40.674631735118204",40.475383302,95.8226953452,strike-slip,8244.222902178039,6313.513727466916,1114
26,95.55811127610926,40.41373517615929,3,1411,,,"95.105379012033509,40.160512045405056 95.350928714583063,40.30630718129386 95.558111276109258,40.413735176159292 95.788314122249474,40.467449173592009 96.087577822231751,40.536510027434076 96.348474381190655,40.590224024866792 96.58635065553554,40.674631735118204",40.475383302,95.8226953452,strike-slip,8293.946716952281,6339.2964462387445,1129
27,95.78831412224947,40.46744917359201,3,1411,,,"95.105379012033509,40.160512045405056 95.350928714583063,40.30630718129386 95.558111276109258,40.413735176159292 95.788314122249474,40.467449173592009 96.087577822231751,40.536510027434076 96.348474381190655,40.590224024866792 96.58635065553554,40.674631735118204",40.475383302,95.8226953452,strike-slip,8349.195400034772,6352.187805624659,1172
28,96.08757782223175,40.536510027434076,3,1411,,,"95.105379012033509,40.160512045405056 95.350928714583063,40.30630718129386 95.558111276109258,40.413735176159292 95.788314122249474,40.467449173592009 96.087577822231751,40.536510027434076 96.348474381190655,40.590224024866792 96.58635065553554,40.674631735118204",40.475383302,95.8226953452,strike-slip,8421.018688042011,6368.762410549407,1235
29,96.34847438119066,40.59022402486679,3,1411,,,"95.105379012033509,40.160512045405056 95.350928714583063,40.30630718129386 95.558111276109258,40.413735176159292 95.788314122249474,40.467449173592009 96.087577822231751,40.536510027434076 96.348474381190655,40.590224024866792 96.58635065553554,40.674631735118204",40.475383302,95.8226953452,strike-slip,8483.633862202167,6381.653769935322,1323
30,96.58635065553554,40.674631735118204,3,1411,,,"95.105379012033509,40.160512045405056 95.350928714583063,40.30630718129386 95.558111276109258,40.413735176159292 95.788314122249474,40.467449173592009 96.087577822231751,40.536510027434076 96.348474381190655,40.590224024866792 96.58635065553554,40.674631735118204",40.475383302,95.8226953452,strike-slip,8540.724168054074,6401.9116203989015,1444
31,80.05778630266826,33.707158925274406,4,1411,,,"80.057786302668262,33.707158925274406 80.372396859059876,33.814586920139845 80.625619989814112,33.891321202186582",33.8036239214,80.3402909343,strike-slip,4573.868722731229,4729.718145768839,4715
32,80.37239685905988,33.814586920139845,4,1411,,,"80.057786302668262,33.707158925274406 80.372396859059876,33.814586920139845 80.625619989814112,33.891321202186582",33.8036239214,80.3402909343,strike-slip,4649.375256277298,4755.500864540671,4615
33,80.62561998981411,33.89132120218658,4,1411,,,"80.057786302668262,33.707158925274406 80.372396859059876,33.814586920139845 80.625619989814112,33.891321202186582",33.8036239214,80.3402909343,strike-slip,4710.148807668038,4773.917092234833,5380
34,80.75249748330613,33.30089303884092,5,1411,,,"80.752497483306129,33.300893038840918 80.979084101033379,33.425515678590905 81.117868404391317,33.479330000301125 81.279311369521992,33.608201139133506 81.415983094895509,33.691812068865062 81.546431374374961,33.760872922707129 81.633352959720824,33.783805767872124 81.712658275925364,33.87160808224143",33.5776354851,81.2410203304,strike-slip,4740.599406110995,4632.214333009202,4315
35,80.97908410103338,33.425515678590905,5,1411,,,"80.752497483306129,33.300893038840918 80.979084101033379,33.425515678590905 81.117868404391317,33.479330000301125 81.279311369521992,33.608201139133506 81.415983094895509,33.691812068865062 81.546431374374961,33.760872922707129 81.633352959720824,33.783805767872124 81.712658275925364,33.87160808224143",33.5776354851,81.2410203304,strike-slip,4794.980194374236,4662.123766553984,4755
36,81.11786840439132,33.479330000301125,5,1411,,,"80.752497483306129,33.300893038840918 80.979084101033379,33.425515678590905 81.117868404391317,33.479330000301125 81.279311369521992,33.608201139133506 81.415983094895509,33.691812068865062 81.546431374374961,33.760872922707129 81.633352959720824,33.783805767872124 81.712658275925364,33.87160808224143",33.5776354851,81.2410203304,strike-slip,4828.28842718547,4675.039203766503,4830
37,81.27931136952199,33.608201139133506,5,1411,,,"80.752497483306129,33.300893038840918 80.979084101033379,33.425515678590905 81.117868404391317,33.479330000301125 81.279311369521992,33.608201139133506 81.415983094895509,33.691812068865062 81.546431374374961,33.760872922707129 81.633352959720824,33.783805767872124 81.712658275925364,33.87160808224143",33.5776354851,81.2410203304,strike-slip,4867.034738823031,4705.968277091223,4703
38,81.41598309489551,33.69181206886506,5,1411,,,"80.752497483306129,33.300893038840918 80.979084101033379,33.425515678590905 81.117868404391317,33.479330000301125 81.279311369521992,33.608201139133506 81.415983094895509,33.691812068865062 81.546431374374961,33.760872922707129 81.633352959720824,33.783805767872124 81.712658275925364,33.87160808224143",33.5776354851,81.2410203304,strike-slip,4899.835952917923,4726.034900230007,4788
39,81.54643137437496,33.76087292270713,5,1411,,,"80.752497483306129,33.300893038840918 80.979084101033379,33.425515678590905 81.117868404391317,33.479330000301125 81.279311369521992,33.608201139133506 81.415983094895509,33.691812068865062 81.546431374374961,33.760872922707129 81.633352959720824,33.783805767872124 81.712658275925364,33.87160808224143",33.5776354851,81.2410203304,strike-slip,4931.143539998001,4742.609505154755,5073
40,81.63335295972082,33.783805767872124,5,1411,,,"80.752497483306129,33.300893038840918 80.979084101033379,33.425515678590905 81.117868404391317,33.479330000301125 81.279311369521992,33.608201139133506 81.415983094895509,33.691812068865062 81.546431374374961,33.760872922707129 81.633352959720824,33.783805767872124 81.712658275925364,33.87160808224143",33.5776354851,81.2410203304,strike-slip,4952.004720484346,4748.113387995235,5028
41,81.71265827592536,33.87160808224143,5,1411,,,"80.752497483306129,33.300893038840918 80.979084101033379,33.425515678590905 81.117868404391317,33.479330000301125 81.279311369521992,33.608201139133506 81.415983094895509,33.691812068865062 81.546431374374961,33.760872922707129 81.633352959720824,33.783805767872124 81.712658275925364,33.87160808224143",33.5776354851,81.2410203304,strike-slip,4971.037996376481,4769.18594344724,5056
42,84.79737511277737,33.68079627536433,6,1411,,,"84.797375112777374,33.68079627536433 85.019904530712921,33.780550842025086 85.173373094806394,33.880305408685842 85.273127661467157,33.94936626252791",33.7970372858,85.0452682903,strike-slip,5711.370037339417,4723.391109789409,4902
43,85.01990453071292,33.780550842025086,6,1411,,,"84.797375112777374,33.68079627536433 85.019904530712921,33.780550842025086 85.173373094806394,33.880305408685842 85.273127661467157,33.94936626252791",33.7970372858,85.0452682903,strike-slip,5764.777097652493,4747.332205791821,5233
44,85.1733730948064,33.88030540868584,6,1411,,,"84.797375112777374,33.68079627536433 85.019904530712921,33.780550842025086 85.173373094806394,33.880305408685842 85.273127661467157,33.94936626252791",33.7970372858,85.0452682903,strike-slip,5801.609553040819,4771.273301794233,5139
45,85.27312766146716,33.94936626252791,6,1411,,,"84.797375112777374,33.68079627536433 85.019904530712921,33.780550842025086 85.173373094806394,33.880305408685842 85.273127661467157,33.94936626252791",33.7970372858,85.0452682903,strike-slip,5825.5506490432335,4787.847906718981,5548
46,85.06086149211554,32.22618728177238,7,1411,Riganpei Co Fault,"Taylor, et al., 2003","85.060861492115535,32.226187281772383 85.260370625437048,32.310594992023795 85.398492333121183,32.410349558684551 85.559634325419324,32.425696415093896 85.72077631771748,32.464063556117267 85.966326020267047,32.540797838164004 86.150488297179209,32.571491550982699 86.296283433068012,32.586838407392044 86.349997430500721,32.609858692006071",32.4564753247,85.6889057458,strike-slip,5774.606768390693,4374.284951271485,4478
47,85.26037062543705,32.310594992023795,7,1411,Riganpei Co Fault,"Taylor, et al., 2003","85.060861492115535,32.226187281772383 85.260370625437048,32.310594992023795 85.398492333121183,32.410349558684551 85.559634325419324,32.425696415093896 85.72077631771748,32.464063556117267 85.966326020267047,32.540797838164004 86.150488297179209,32.571491550982699 86.296283433068012,32.586838407392044 86.349997430500721,32.609858692006071",32.4564753247,85.6889057458,strike-slip,5822.488960395517,4394.542801735065,4587
48,85.39849233312118,32.41034955868455,7,1411,Riganpei Co Fault,"Taylor, et al., 2003","85.060861492115535,32.226187281772383 85.260370625437048,32.310594992023795 85.398492333121183,32.410349558684551 85.559634325419324,32.425696415093896 85.72077631771748,32.464063556117267 85.966326020267047,32.540797838164004 86.150488297179209,32.571491550982699 86.296283433068012,32.586838407392044 86.349997430500721,32.609858692006071",32.4564753247,85.6889057458,strike-slip,5855.6381702450135,4418.483897737477,4903
49,85.55963432541932,32.425696415093896,7,1411,Riganpei Co Fault,"Taylor, et al., 2003","85.060861492115535,32.226187281772383 85.260370625437048,32.310594992023795 85.398492333121183,32.410349558684551 85.559634325419324,32.425696415093896 85.72077631771748,32.464063556117267 85.966326020267047,32.540797838164004 86.150488297179209,32.571491550982699 86.296283433068012,32.586838407392044 86.349997430500721,32.609858692006071",32.4564753247,85.6889057458,strike-slip,5894.312248402755,4422.167143276309,4935
50,85.72077631771748,32.46406355611727,7,1411,Riganpei Co Fault,"Taylor, et al., 2003","85.060861492115535,32.226187281772383 85.260370625437048,32.310594992023795 85.398492333121183,32.410349558684551 85.559634325419324,32.425696415093896 85.72077631771748,32.464063556117267 85.966326020267047,32.540797838164004 86.150488297179209,32.571491550982699 86.296283433068012,32.586838407392044 86.349997430500721,32.609858692006071",32.4564753247,85.6889057458,strike-slip,5932.986326560501,4431.375257123392,4651
51,85.96632602026705,32.540797838164,7,1411,Riganpei Co Fault,"Taylor, et al., 2003","85.060861492115535,32.226187281772383 85.260370625437048,32.310594992023795 85.398492333121183,32.410349558684551 85.559634325419324,32.425696415093896 85.72077631771748,32.464063556117267 85.966326020267047,32.540797838164004 86.150488297179209,32.571491550982699 86.296283433068012,32.586838407392044 86.349997430500721,32.609858692006071",32.4564753247,85.6889057458,strike-slip,5991.918255181826,4449.791484817554,4957
52,86.15048829717921,32.5714915509827,7,1411,Riganpei Co Fault,"Taylor, et al., 2003","85.060861492115535,32.226187281772383 85.260370625437048,32.310594992023795 85.398492333121183,32.410349558684551 85.559634325419324,32.425696415093896 85.72077631771748,32.464063556117267 85.966326020267047,32.540797838164004 86.150488297179209,32.571491550982699 86.296283433068012,32.586838407392044 86.349997430500721,32.609858692006071",32.4564753247,85.6889057458,strike-slip,6036.117201647817,4457.15797589522,4736
53,86.29628343306801,32.586838407392044,7,1411,Riganpei Co Fault,"Taylor, et al., 2003","85.060861492115535,32.226187281772383 85.260370625437048,32.310594992023795 85.398492333121183,32.410349558684551 85.559634325419324,32.425696415093896 85.72077631771748,32.464063556117267 85.966326020267047,32.540797838164004 86.150488297179209,32.571491550982699 86.296283433068012,32.586838407392044 86.349997430500721,32.609858692006071",32.4564753247,85.6889057458,strike-slip,6071.108034266727,4460.841221434052,4726
54,86.34999743050072,32.60985869200607,7,1411,Riganpei Co Fault,"Taylor, et al., 2003","85.060861492115535,32.226187281772383 85.260370625437048,32.310594992023795 85.398492333121183,32.410349558684551 85.559634325419324,32.425696415093896 85.72077631771748,32.464063556117267 85.966326020267047,32.540797838164004 86.150488297179209,32.571491550982699 86.296283433068012,32.586838407392044 86.349997430500721,32.609858692006071",32.4564753247,85.6889057458,strike-slip,6083.999393652641,4466.366089742302,4793
55,85.79011353839606,35.89946713939248,8,1411,,,"85.790113538396056,35.899467139392478 86.103171232170183,35.862636822477874 86.52058149053569,35.807391347105963 86.987098838120673,35.739869099429193 87.435201027248354,35.742938292505407 87.763604686403568,35.690762010209717 88.134977048625828,35.706107975590804 88.380512494723192,35.699969589438368 88.616840361591898,35.666208465599986",35.7413383062,87.201603032,strike-slip,5949.627259526022,5255.872117241362,5031
56,86.10317123217018,35.862636822477874,8,1411,,,"85.790113538396056,35.899467139392478 86.103171232170183,35.862636822477874 86.52058149053569,35.807391347105963 86.987098838120673,35.739869099429193 87.435201027248354,35.742938292505407 87.763604686403568,35.690762010209717 88.134977048625828,35.706107975590804 88.380512494723192,35.699969589438368 88.616840361591898,35.666208465599986",35.7413383062,87.201603032,strike-slip,6024.761106043833,5247.032841180442,5024
57,86.52058149053569,35.80739134710596,8,1411,,,"85.790113538396056,35.899467139392478 86.103171232170183,35.862636822477874 86.52058149053569,35.807391347105963 86.987098838120673,35.739869099429193 87.435201027248354,35.742938292505407 87.763604686403568,35.690762010209717 88.134977048625828,35.706107975590804 88.380512494723192,35.699969589438368 88.616840361591898,35.666208465599986",35.7413383062,87.201603032,strike-slip,6124.939568067583,5233.7739270890615,5077
58,86.98709883812067,35.73986909942919,8,1411,,,"85.790113538396056,35.899467139392478 86.103171232170183,35.862636822477874 86.52058149053569,35.807391347105963 86.987098838120673,35.739869099429193 87.435201027248354,35.742938292505407 87.763604686403568,35.690762010209717 88.134977048625828,35.706107975590804 88.380512494723192,35.699969589438368 88.616840361591898,35.666208465599986",35.7413383062,87.201603032,strike-slip,6236.903731505894,5217.568587644044,5078
59,87.43520102724835,35.74293829250541,8,1411,,,"85.790113538396056,35.899467139392478 86.103171232170183,35.862636822477874 86.52058149053569,35.807391347105963 86.987098838120673,35.739869099429193 87.435201027248354,35.742938292505407 87.763604686403568,35.690762010209717 88.134977048625828,35.706107975590804 88.380512494723192,35.699969589438368 88.616840361591898,35.666208465599986",35.7413383062,87.201603032,strike-slip,6344.448256913744,5218.305193982454,5119
60,87.76360468640357,35.69076201020972,8,1411,,,"85.790113538396056,35.899467139392478 86.103171232170183,35.862636822477874 86.52058149053569,35.807391347105963 86.987098838120673,35.739869099429193 87.435201027248354,35.742938292505407 87.763604686403568,35.690762010209717 88.134977048625828,35.706107975590804 88.380512494723192,35.699969589438368 88.616840361591898,35.666208465599986",35.7413383062,87.201603032,strike-slip,6423.265135123606,5205.782886229485,5313
61,88.13497704862583,35.706107975590804,8,1411,,,"85.790113538396056,35.899467139392478 86.103171232170183,35.862636822477874 86.52058149053569,35.807391347105963 86.987098838120673,35.739869099429193 87.435201027248354,35.742938292505407 87.763604686403568,35.690762010209717 88.134977048625828,35.706107975590804 88.380512494723192,35.699969589438368 88.616840361591898,35.666208465599986",35.7413383062,87.201603032,strike-slip,6512.394502071209,5209.465917921534,5159
62,88.38051249472319,35.69996958943837,8,1411,,,"85.790113538396056,35.899467139392478 86.103171232170183,35.862636822477874 86.52058149053569,35.807391347105963 86.987098838120673,35.739869099429193 87.435201027248354,35.742938292505407 87.763604686403568,35.690762010209717 88.134977048625828,35.706107975590804 88.380512494723192,35.699969589438368 88.616840361591898,35.666208465599986",35.7413383062,87.201603032,strike-slip,6571.3230091440055,5207.992705244714,5098
63,88.6168403615919,35.666208465599986,8,1411,,,"85.790113538396056,35.899467139392478 86.103171232170183,35.862636822477874 86.52058149053569,35.807391347105963 86.987098838120673,35.739869099429193 87.435201027248354,35.742938292505407 87.763604686403568,35.690762010209717 88.134977048625828,35.706107975590804 88.380512494723192,35.699969589438368 88.616840361591898,35.666208465599986",35.7413383062,87.201603032,strike-slip,6628.04169720157,5199.890035522206,5111
64,84.0172752562799,35.29555856364188,9,1411,,,"84.017275256279902,35.295558563641883 85.183636343390319,35.59482226362416",35.4451904136,84.6004557998,strike-slip,5524.146071750068,5110.934059038029,5015
65,85.18363634339032,35.59482226362416,9,1411,,,"84.017275256279902,35.295558563641883 85.183636343390319,35.59482226362416",35.4451904136,84.6004557998,strike-slip,5804.072732701356,5182.757347045266,4929
66,81.53875794617028,34.781438873928735,10,1411,,,"81.538757946170279,34.781438873928735 81.953123069222656,34.812132586747431 82.344467907661027,34.873520012384823 82.774179887122756,34.973274579045579 83.41107442811068,35.157436855957748 83.741031840911646,35.272538279027856 83.97890811525653,35.379966273893288",34.9761472167,82.7841144255,strike-slip,4929.301917228583,4987.545333487131,5063
67,81.95312306922266,34.81213258674743,10,1411,,,"81.538757946170279,34.781438873928735 81.953123069222656,34.812132586747431 82.344467907661027,34.873520012384823 82.774179887122756,34.973274579045579 83.41107442811068,35.157436855957748 83.741031840911646,35.272538279027856 83.97890811525653,35.379966273893288",34.9761472167,82.7841144255,strike-slip,5028.749546777065,4994.911824564796,5224
68,82.34446790766103,34.87352001238482,10,1411,,,"81.538757946170279,34.781438873928735 81.953123069222656,34.812132586747431 82.344467907661027,34.873520012384823 82.774179887122756,34.973274579045579 83.41107442811068,35.157436855957748 83.741031840911646,35.272538279027856 83.97890811525653,35.379966273893288",34.9761472167,82.7841144255,strike-slip,5122.6723080173015,5009.644806720128,5318
