,lon,lat,Id,ltype,points,Y,X,Type,x_pixel,y_pixel,elev
0,92.67184346276152,38.82127622504856,0,1121,"92.671843462761515,38.821276225048557 92.655910537175714,38.848680857056117 92.645713464800806,38.876722806087116 92.629143222191587,38.904127438094683 92.614484930652665,38.92006036368047 92.587717615668524,38.950014263781767 92.574971275199886,38.969133774484717 92.546292009145461,38.988253285187668 92.48383494084915,38.992077187328256 92.449419821583845,38.992077187328256 92.433486895998044,38.992077187328256",38.9562483584,92.5835615526,thrust,7601.24244163799,5957.1062979110175,2886
1,92.65591053717571,38.84868085705612,0,1121,"92.671843462761515,38.821276225048557 92.655910537175714,38.848680857056117 92.645713464800806,38.876722806087116 92.629143222191587,38.904127438094683 92.614484930652665,38.92006036368047 92.587717615668524,38.950014263781767 92.574971275199886,38.969133774484717 92.546292009145461,38.988253285187668 92.48383494084915,38.992077187328256 92.449419821583845,38.992077187328256 92.433486895998044,38.992077187328256",38.9562483584,92.5835615526,thrust,7597.418539496786,5963.683409593885,3045
2,92.6457134648008,38.876722806087116,0,1121,"92.671843462761515,38.821276225048557 92.655910537175714,38.848680857056117 92.645713464800806,38.876722806087116 92.629143222191587,38.904127438094683 92.614484930652665,38.92006036368047 92.587717615668524,38.950014263781767 92.574971275199886,38.969133774484717 92.546292009145461,38.988253285187668 92.48383494084915,38.992077187328256 92.449419821583845,38.992077187328256 92.433486895998044,38.992077187328256",38.9562483584,92.5835615526,thrust,7594.971242126417,5970.413477362401,3133
3,92.62914322219159,38.90412743809468,0,1121,"92.671843462761515,38.821276225048557 92.655910537175714,38.848680857056117 92.645713464800806,38.876722806087116 92.629143222191587,38.904127438094683 92.614484930652665,38.92006036368047 92.587717615668524,38.950014263781767 92.574971275199886,38.969133774484717 92.546292009145461,38.988253285187668 92.48383494084915,38.992077187328256 92.449419821583845,38.992077187328256 92.433486895998044,38.992077187328256",38.9562483584,92.5835615526,thrust,7590.994383899568,5976.990589045269,3194
4,92.61448493065267,38.92006036368047,0,1121,"92.671843462761515,38.821276225048557 92.655910537175714,38.848680857056117 92.645713464800806,38.876722806087116 92.629143222191587,38.904127438094683 92.614484930652665,38.92006036368047 92.587717615668524,38.950014263781767 92.574971275199886,38.969133774484717 92.546292009145461,38.988253285187668 92.48383494084915,38.992077187328256 92.449419821583845,38.992077187328256 92.433486895998044,38.992077187328256",38.9562483584,92.5835615526,thrust,7587.476393929664,5980.81449118647,3252
5,92.58771761566852,38.95001426378177,0,1121,"92.671843462761515,38.821276225048557 92.655910537175714,38.848680857056117 92.645713464800806,38.876722806087116 92.629143222191587,38.904127438094683 92.614484930652665,38.92006036368047 92.587717615668524,38.950014263781767 92.574971275199886,38.969133774484717 92.546292009145461,38.988253285187668 92.48383494084915,38.992077187328256 92.449419821583845,38.992077187328256 92.433486895998044,38.992077187328256",38.9562483584,92.5835615526,thrust,7581.052238332441,5988.003427211932,3261
6,92.57497127519989,38.96913377448472,0,1121,"92.671843462761515,38.821276225048557 92.655910537175714,38.848680857056117 92.645713464800806,38.876722806087116 92.629143222191587,38.904127438094683 92.614484930652665,38.92006036368047 92.587717615668524,38.950014263781767 92.574971275199886,38.969133774484717 92.546292009145461,38.988253285187668 92.48383494084915,38.992077187328256 92.449419821583845,38.992077187328256 92.433486895998044,38.992077187328256",38.9562483584,92.5835615526,thrust,7577.993116619479,5992.592109781374,3223
7,92.54629200914546,38.98825328518767,0,1121,"92.671843462761515,38.821276225048557 92.655910537175714,38.848680857056117 92.645713464800806,38.876722806087116 92.629143222191587,38.904127438094683 92.614484930652665,38.92006036368047 92.587717615668524,38.950014263781767 92.574971275199886,38.969133774484717 92.546292009145461,38.988253285187668 92.48383494084915,38.992077187328256 92.449419821583845,38.992077187328256 92.433486895998044,38.992077187328256",38.9562483584,92.5835615526,thrust,7571.110092765316,5997.180792350816,3174
8,92.48383494084915,38.992077187328256,0,1121,"92.671843462761515,38.821276225048557 92.655910537175714,38.848680857056117 92.645713464800806,38.876722806087116 92.629143222191587,38.904127438094683 92.614484930652665,38.92006036368047 92.587717615668524,38.950014263781767 92.574971275199886,38.969133774484717 92.546292009145461,38.988253285187668 92.48383494084915,38.992077187328256 92.449419821583845,38.992077187328256 92.433486895998044,38.992077187328256",38.9562483584,92.5835615526,thrust,7556.120396371803,5998.098528864704,3274
9,92.44941982158385,38.992077187328256,0,1121,"92.671843462761515,38.821276225048557 92.655910537175714,38.848680857056117 92.645713464800806,38.876722806087116 92.629143222191587,38.904127438094683 92.614484930652665,38.92006036368047 92.587717615668524,38.950014263781767 92.574971275199886,38.969133774484717 92.546292009145461,38.988253285187668 92.48383494084915,38.992077187328256 92.449419821583845,38.992077187328256 92.433486895998044,38.992077187328256",38.9562483584,92.5835615526,thrust,7547.860767746808,5998.098528864704,3321
